	Hero_ID	Last Played	Games	Win	With Games	With win	Against Games	Against Win	Player ID
326	91	1442313667	9	4	37	14	66	42	95456680
327	33	1487355712	8	3	84	46	113	47	95456680
328	29	1508052080	8	2	136	68	187	88	95456680
329	58	1499011742	8	2	67	27	88	57	95456680
330	38	1427909208	7	5	74	33	64	33	95456680
331	52	1494084163	7	2	81	40	91	39	95456680
332	64	1508871636	6	3	124	71	156	81	95456680
333	103	1515167944	6	2	42	22	68	35	95456680
334	5	1442493120	6	1	224	116	323	150	95456680
335	15	1514060288	6	3	147	74	128	67	95456680
336	107	1442866306	6	1	55	30	79	51	95456680
337	85	1453629958	5	3	89	40	134	51	95456680
338	108	1535900657	4	0	18	9	12	6	95456680
339	105	1440695523	4	2	76	39	133	65	95456680
340	61	1445089616	4	2	46	18	75	46	95456680
341	92	1424454696	3	0	26	10	52	25	95456680
342	113	1502991438	2	0	13	4	17	11	95456680
343	27	1382208912	2	1	117	59	176	86	95456680
344	66	1515180459	1	0	36	16	36	18	95456680
345	119	1539586674	1	0	16	10	17	9	95456680
346	120	1523720586	1	0	3	1	14	7	95456680
347	121	1540151501	1	1	9	5	12	5	95456680
348	14	1543519669	67	30	228	123	287	127	121348167
349	74	1542580546	60	28	133	45	197	88	121348167
350	11	1541135622	60	36	125	57	168	100	121348167
351	13	1523996133	52	25	30	12	55	28	121348167
352	34	1542677116	52	26	52	22	93	45	121348167
353	46	1541213704	47	21	53	26	58	34	121348167
354	26	1543595296	41	15	140	68	139	79	121348167
355	39	1539535079	41	16	78	31	128	65	121348167
356	7	1540833260	41	23	132	68	170	74	121348167
357	53	1537970271	38	19	88	25	94	54	121348167
358	9	1543508163	38	18	157	64	174	84	121348167
359	35	1542576900	33	23	89	33	152	71	121348167
360	86	1542670404	33	14	131	58	116	66	121348167
361	1	1541088389	33	16	87	34	124	64	121348167
362	100	1541004448	32	16	45	26	74	36	121348167
363	8	1538259224	32	16	153	76	210	97	121348167
364	17	1542589044	29	12	92	46	99	44	121348167
365	75	1541196028	27	17	68	38	95	32	121348167
366	36	1539008126	25	16	82	51	90	34	121348167
367	48	1537137657	23	10	51	22	67	27	121348167
368	101	1526010826	22	13	49	17	69	30	121348167
369	54	1526828532	22	12	91	47	64	33	121348167
370	50	1525326998	22	15	72	36	71	30	121348167
